profile_id,education_level,OL_subject_0_score,OL_subject_1_score,OL_subject_2_score,OL_subject_3_score,OL_subject_4_score,OL_subject_5_score,career_0,career_1,career_2,career_3,career_4,career_5,AL_stream,AL_subject_10_score,AL_subject_11_score,AL_subject_12_score,AL_subject_3_score,AL_subject_1_score,AL_subject_0_score,university_score,gpa,AL_subject_2_score,AL_subject_4_score,AL_subject_5_score,AL_subject_6_score,AL_subject_7_score,AL_subject_8_score,AL_subject_9_score
293,2,88,83,52,66,27,20,0.7470000000000001,0.7505,0.8330000000000001,0.47600000000000003,0.5910000000000001,0.796,4.0,47.0,17.0,34.0,-1.0,-1.0,-1.0,94.0,3.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
294,0,54,59,66,36,4,97,0.6960000000000001,0.7215,0.646,0.483,0.43300000000000005,0.5830000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
295,1,78,31,77,8,29,35,0.6975,0.6849999999999999,0.6475,0.6825,0.4385,0.5885,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,1.0,35.0,-1.0,-1.0,-1.0
296,0,42,76,32,20,87,75,0.684,0.73,0.634,0.466,0.41600000000000004,0.5660000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
297,1,32,71,4,72,79,78,0.95,0.7085,0.605,0.452,0.402,0.552,0.0,-1.0,-1.0,-1.0,-1.0,82.0,80.0,-1.0,-1.0,92.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
298,1,95,28,2,21,60,84,0.95,0.643,0.624,0.451,0.401,0.551,0.0,-1.0,-1.0,-1.0,-1.0,96.0,68.0,-1.0,-1.0,78.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
299,2,60,27,63,16,48,70,0.6685,0.92,0.6184999999999999,0.48150000000000004,0.598,0.88,1.0,-1.0,-1.0,-1.0,23.0,98.0,36.0,67.0,3.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
300,0,43,8,49,84,72,66,0.6255000000000001,0.6365,0.5755,0.47450000000000003,0.42450000000000004,0.5745,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
301,1,14,94,55,25,62,21,0.6855,0.8795,0.6355,0.47750000000000004,0.42750000000000005,0.5775,1.0,-1.0,-1.0,-1.0,78.0,39.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
302,2,38,68,50,98,15,83,0.681,0.727,0.631,0.47500000000000003,0.5135,0.6930000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.0,2.59,-1.0,-1.0,-1.0,-1.0,96.0,21.0,49.0
303,0,13,88,37,79,20,50,0.6695,0.7505,0.6194999999999999,0.4685,0.41850000000000004,0.5685,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
304,1,38,34,15,23,29,50,0.8145000000000001,0.6585,0.5795,0.4575,0.40750000000000003,0.5575,0.0,-1.0,-1.0,-1.0,-1.0,74.0,25.0,-1.0,-1.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
305,0,53,24,51,42,23,59,0.6525,0.6615,0.6024999999999999,0.47550000000000003,0.42550000000000004,0.5755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
306,0,67,8,92,62,33,8,0.671,0.658,0.621,0.496,0.446,0.5960000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
307,1,49,25,7,43,27,36,0.95,0.6409999999999999,0.5775,0.4535,0.4035,0.5535,0.0,-1.0,-1.0,-1.0,-1.0,49.0,74.0,-1.0,-1.0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
308,2,70,69,63,33,16,25,0.7205,0.735,0.6705,0.48150000000000004,0.6055,0.8135,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.0,3.16,-1.0,-1.0,-1.0,-1.0,38.0,89.0,21.0
309,0,72,85,22,37,61,83,0.7180000000000001,0.7385,0.668,0.461,0.41100000000000003,0.561,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
310,0,62,62,97,39,55,80,0.7225,0.7414999999999999,0.6725,0.4985,0.4485,0.5985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
311,1,44,64,51,48,84,61,0.6835,0.7214999999999999,0.6335,0.7015,0.42550000000000004,0.5755,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.0,39.0,95.0,-1.0,-1.0,-1.0
312,2,96,37,5,27,36,39,0.8765000000000001,0.6579999999999999,0.6355,0.4525,0.587,0.88,0.0,-1.0,-1.0,-1.0,-1.0,1.0,67.0,61.0,3.23,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
313,0,65,23,47,19,51,46,0.6615,0.6579999999999999,0.6114999999999999,0.47350000000000003,0.42350000000000004,0.5735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
314,0,71,38,83,59,58,64,0.7005,0.6985,0.6505,0.4915,0.4415,0.5915,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
315,0,68,11,16,48,54,0,0.637,0.6244999999999999,0.587,0.458,0.40800000000000003,0.558,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
316,0,42,23,68,25,10,86,0.649,0.6685,0.599,0.484,0.43400000000000005,0.5840000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
317,1,52,7,10,46,30,33,0.6140000000000001,0.92,0.5640000000000001,0.455,0.405,0.555,1.0,-1.0,-1.0,-1.0,55.0,97.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
318,1,42,41,9,77,67,16,0.6375,0.6659999999999999,0.5874999999999999,0.6825,0.4045,0.5545,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,20.0,85.0,-1.0,-1.0,-1.0
319,2,99,59,60,58,25,79,0.95,0.7185,0.6880000000000001,0.48,0.6295000000000001,0.88,0.0,-1.0,-1.0,-1.0,-1.0,83.0,84.0,98.0,3.33,88.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
320,0,78,29,82,63,5,12,0.6980000000000001,0.6845,0.648,0.491,0.441,0.5910000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
321,0,58,51,81,34,57,9,0.6995,0.717,0.6495,0.49050000000000005,0.4405,0.5905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
322,1,71,51,28,91,76,24,0.686,0.6905,0.636,0.464,0.41400000000000003,0.5640000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,84.0,28.0
323,0,83,98,6,29,12,54,0.7340000000000001,0.75,0.684,0.453,0.403,0.553,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
324,0,47,61,6,6,10,58,0.661,0.6945,0.611,0.453,0.403,0.553,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
325,2,20,28,94,30,32,70,0.6450000000000001,0.8590000000000001,0.5950000000000001,0.497,0.6465000000000001,0.88,1.0,-1.0,-1.0,-1.0,52.0,1.0,56.0,73.0,3.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
326,1,8,94,79,34,8,15,0.6915,0.7805,0.6415,0.48950000000000005,0.4395,0.5895,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,99.0,24.0
327,2,31,66,16,30,13,18,0.655,0.707,0.605,0.8380000000000001,0.5655,0.768,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,3.05,-1.0,91.0,99.0,76.0,-1.0,-1.0,-1.0
328,1,59,89,8,71,37,86,0.7020000000000001,0.92,0.652,0.454,0.404,0.554,1.0,-1.0,-1.0,-1.0,36.0,9.0,97.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
329,2,48,0,26,96,93,4,0.6110000000000001,0.907,0.561,0.463,0.533,0.88,1.0,-1.0,-1.0,-1.0,67.0,45.0,68.0,84.0,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
330,1,47,82,78,29,42,88,0.7180000000000001,0.762,0.668,0.489,0.43900000000000006,0.5890000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,57.0,75.0
331,0,36,57,96,60,0,27,0.6910000000000001,0.7335,0.641,0.498,0.448,0.5980000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
332,0,38,16,75,8,77,46,0.6415000000000001,0.6615,0.5915,0.48750000000000004,0.4375,0.5875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
333,1,83,94,98,91,5,51,0.7760000000000001,0.79,0.7260000000000001,0.8130000000000001,0.449,0.5990000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,84.0,41.0,-1.0,-1.0,-1.0
334,1,23,60,34,30,15,51,0.65,0.707,0.6,0.467,0.41700000000000004,0.5670000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.0,72.0,24.0
335,1,53,4,97,29,99,49,0.6555000000000001,0.6545,0.8855000000000001,0.4985,0.4485,0.5985,4.0,88.0,93.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
336,0,99,52,34,6,59,81,0.7180000000000001,0.695,0.668,0.467,0.41700000000000004,0.5670000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
337,1,29,76,2,85,22,25,0.656,0.9159999999999999,0.606,0.451,0.401,0.551,1.0,-1.0,-1.0,-1.0,92.0,9.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
338,0,99,72,26,9,64,98,0.7340000000000001,0.721,0.684,0.463,0.41300000000000003,0.5630000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
339,0,16,73,55,19,0,82,0.6665,0.737,0.6164999999999999,0.47750000000000004,0.42750000000000005,0.5775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
340,1,76,80,76,22,11,89,0.7440000000000001,0.758,0.8220000000000001,0.488,0.43800000000000006,0.5880000000000001,4.0,19.0,27.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
341,2,13,37,23,61,32,36,0.6115,0.6669999999999999,0.5775,0.4615,0.49250000000000005,0.6695,4.0,96.0,48.0,4.0,-1.0,-1.0,-1.0,93.0,2.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
342,0,46,98,75,85,39,67,0.7315,0.7845,0.6815,0.48750000000000004,0.4375,0.5875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
343,1,31,42,66,77,48,64,0.656,0.6960000000000001,0.818,0.483,0.43300000000000005,0.5830000000000001,4.0,88.0,94.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
344,0,31,41,17,96,41,17,0.6305000000000001,0.6699999999999999,0.5805,0.4585,0.40850000000000003,0.5585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
345,1,7,89,44,95,52,88,0.668,0.7555000000000001,0.794,0.47200000000000003,0.42200000000000004,0.5720000000000001,4.0,63.0,48.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
346,1,5,91,65,99,11,65,0.9035,0.7689999999999999,0.6285,0.48250000000000004,0.4325,0.5825,0.0,-1.0,-1.0,-1.0,-1.0,92.0,60.0,-1.0,-1.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
347,0,41,9,45,98,93,97,0.6225,0.6359999999999999,0.5725,0.47250000000000003,0.42250000000000004,0.5725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
348,0,30,14,11,41,72,34,0.5995,0.6265,0.5495,0.4555,0.4055,0.5555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
349,1,98,87,69,84,54,66,0.7695000000000001,0.7649999999999999,0.7195,0.6465,0.4345,0.5845,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,45.0,81.0,-1.0,-1.0,-1.0
350,0,52,82,94,42,70,97,0.7310000000000001,0.77,0.681,0.497,0.447,0.5970000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
351,1,71,53,2,64,61,87,0.675,0.6805,0.625,0.451,0.401,0.551,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,33.0,88.0
352,1,97,62,29,15,7,62,0.8845000000000001,0.7074999999999999,0.6735,0.4645,0.41450000000000004,0.5645,0.0,-1.0,-1.0,-1.0,-1.0,83.0,79.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
353,2,9,25,40,93,23,58,0.6040000000000001,0.6575,0.6180000000000001,0.47000000000000003,0.615,0.8300000000000001,4.0,84.0,24.0,16.0,-1.0,-1.0,-1.0,64.0,3.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
354,1,86,35,94,73,21,22,0.7180000000000001,0.6995,0.668,0.6930000000000001,0.447,0.5970000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.0,47.0,47.0,-1.0,-1.0,-1.0
355,0,71,22,63,19,28,77,0.6745,0.6645,0.6244999999999999,0.48150000000000004,0.4315,0.5815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
356,0,88,68,26,37,77,38,0.7190000000000001,0.715,0.669,0.463,0.41300000000000003,0.5630000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
357,0,66,27,65,79,48,90,0.6755,0.6729999999999999,0.6255,0.48250000000000004,0.4325,0.5825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
358,1,1,95,48,79,15,43,0.67,0.7665,0.9,0.47400000000000003,0.42400000000000004,0.5740000000000001,4.0,37.0,56.0,99.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
359,1,53,98,36,80,18,93,0.95,0.765,0.669,0.468,0.41800000000000004,0.5680000000000001,0.0,-1.0,-1.0,-1.0,-1.0,30.0,49.0,-1.0,-1.0,80.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
360,0,47,14,71,42,98,84,0.6465,0.6565,0.5964999999999999,0.4855,0.4355,0.5855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
361,0,93,31,54,61,89,29,0.7010000000000001,0.6735,0.651,0.47700000000000004,0.42700000000000005,0.5770000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
362,0,52,13,44,82,75,92,0.637,0.6415,0.587,0.47200000000000003,0.42200000000000004,0.5720000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
363,2,12,3,64,72,56,97,0.876,0.6365,0.547,0.482,0.687,0.88,0.0,-1.0,-1.0,-1.0,-1.0,60.0,24.0,97.0,3.7,77.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
364,1,90,77,41,29,55,88,0.7375,0.736,0.7995,0.47050000000000003,0.42050000000000004,0.5705,4.0,17.0,81.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
365,0,60,43,96,57,93,59,0.7010000000000001,0.7125,0.651,0.498,0.448,0.5980000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
366,0,84,57,12,73,34,16,0.6970000000000001,0.6915,0.647,0.456,0.406,0.556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
367,0,83,45,63,88,4,84,0.7095,0.699,0.6595,0.48150000000000004,0.4315,0.5815,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
368,1,96,79,79,87,4,99,0.7645000000000001,0.7579999999999999,0.7145,0.6235,0.4395,0.5895,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.0,5.0,49.0,-1.0,-1.0,-1.0
369,0,10,50,71,31,61,39,0.6455000000000001,0.7104999999999999,0.5955,0.4855,0.4355,0.5855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
370,0,71,67,15,56,99,14,0.6955,0.708,0.6455,0.4575,0.40750000000000003,0.5575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
371,1,58,10,34,23,92,96,0.751,0.632,0.5850000000000001,0.467,0.41700000000000004,0.5670000000000001,0.0,-1.0,-1.0,-1.0,-1.0,41.0,22.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
372,0,95,81,38,65,44,54,0.7450000000000001,0.7405,0.6950000000000001,0.46900000000000003,0.41900000000000004,0.5690000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
373,1,50,68,89,2,17,0,0.7125,0.92,0.6625,0.4945,0.4445,0.5945,1.0,-1.0,-1.0,-1.0,77.0,55.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
374,0,81,7,64,60,88,64,0.6700000000000002,0.6425,0.6200000000000001,0.482,0.43200000000000005,0.5820000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
375,0,42,35,88,87,97,80,0.671,0.6965,0.621,0.494,0.444,0.5940000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
376,0,19,32,82,12,41,21,0.6420000000000001,0.6890000000000001,0.5920000000000001,0.491,0.441,0.5910000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
377,1,19,65,36,51,63,5,0.652,0.7155,0.602,0.766,0.41800000000000004,0.5680000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.0,50.0,68.0,-1.0,-1.0,-1.0
378,0,40,12,16,82,26,75,0.6100000000000001,0.626,0.56,0.458,0.40800000000000003,0.558,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
379,1,15,38,62,54,10,28,0.6340000000000001,0.6880000000000001,0.5840000000000001,0.481,0.43100000000000005,0.5810000000000001,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,3.0,91.0
380,0,7,78,4,69,61,21,0.637,0.719,0.587,0.452,0.402,0.552,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
381,1,62,0,87,29,98,69,0.6555000000000001,0.6435,0.6055,0.4935,0.4435,0.5935,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.0,86.0,97.0
382,0,5,41,9,88,45,62,0.6005,0.6659999999999999,0.5505,0.4545,0.4045,0.5545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
383,1,65,8,83,76,86,73,0.6645,0.6535,0.7025,0.4915,0.4415,0.5915,4.0,56.0,18.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
384,0,57,1,15,19,26,36,0.6155,0.6089999999999999,0.5655,0.4575,0.40750000000000003,0.5575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
385,1,42,94,41,35,13,39,0.7065,0.7615,0.6565,0.7184999999999999,0.42050000000000004,0.5705,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,55.0,72.0,-1.0,-1.0,-1.0
386,2,63,12,80,21,46,70,0.8740000000000001,0.658,0.615,0.49,0.5315,0.88,0.0,-1.0,-1.0,-1.0,-1.0,66.0,28.0,88.0,2.61,51.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
387,1,89,19,88,29,5,51,0.7020000000000001,0.6725,0.652,0.636,0.444,0.5940000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.0,14.0,65.0,-1.0,-1.0,-1.0
388,1,46,29,19,21,16,3,0.6345,0.6529999999999999,0.5844999999999999,0.8035,0.40950000000000003,0.5595,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,75.0,94.0,-1.0,-1.0,-1.0
389,2,68,98,96,6,29,46,0.95,0.795,0.7140000000000001,0.498,0.5920000000000001,0.88,0.0,-1.0,-1.0,-1.0,-1.0,22.0,86.0,98.0,2.96,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
390,0,70,89,18,73,36,41,0.7180000000000001,0.7425,0.668,0.459,0.40900000000000003,0.559,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
391,0,58,57,91,91,95,11,0.7105,0.731,0.6605,0.4955,0.4455,0.5955,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
392,2,37,73,60,77,38,23,0.6900000000000001,0.7395,0.728,0.48,0.6595,0.88,4.0,40.0,56.0,22.0,-1.0,-1.0,-1.0,95.0,3.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
393,1,77,55,45,88,86,22,0.7045,0.705,0.6545,0.7045,0.42250000000000004,0.5725,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,78.0,48.0,-1.0,-1.0,-1.0
394,1,46,48,82,46,18,82,0.685,0.713,0.635,0.7050000000000001,0.441,0.5910000000000001,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.0,23.0,78.0,-1.0,-1.0,-1.0
395,0,13,1,51,71,78,49,0.5895,0.6269999999999999,0.5395,0.47550000000000003,0.42550000000000004,0.5755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
396,2,13,61,88,33,12,29,0.9430000000000001,0.7355,0.618,0.494,0.6240000000000001,0.88,0.0,-1.0,-1.0,-1.0,-1.0,54.0,67.0,90.0,3.2,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
397,0,75,19,54,83,48,89,0.671,0.6555,0.621,0.47700000000000004,0.42700000000000005,0.5770000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
398,0,89,44,94,53,19,33,0.7300000000000001,0.713,0.68,0.497,0.447,0.5970000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
